id,image_path,audio_path,text,shard_id,local_idx,global_idx
751,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/751.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/751.mp3,title:人体工学椅家用电脑椅办公椅子久坐舒适学生宿舍电竞椅学习靠背椅 | 商品名称:人体工学椅家用电脑椅办公椅子久坐舒适学生宿舍电竞椅学习靠背椅 | label:办公椅 | Llabel:家具商品 | 商品分类:家具商品 | 商品价格:110 | 店铺名称:两叶轻舟 | 所属地区名称:浙江 | ASR:人体工学以家用电脑以办公椅子九座舒适学生素设点净以学习靠背椅。,3,0,750
762,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/762.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/762.mp3,title:电脑椅家用舒适办公椅书房人体工学座椅真皮转椅书桌椅学习子 | 商品名称:电脑椅家用舒适办公椅书房人体工学座椅真皮转椅书桌椅学习子 | label:办公椅 | Llabel:家具商品 | 商品分类:家具商品 | 商品价格:329 | 店铺名称:idesk家具旗舰店 | 所属地区名称:浙江 | ASR:电脑以家用书式办公以书房人体工学作以真皮转以书作以学习字。,3,11,761
763,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/763.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/763.mp3,title:人体工学椅子护腰电脑椅家用久坐舒适靠背宿舍电竞椅男办公 | 商品名称:人体工学椅子护腰电脑椅家用久坐舒适靠背宿舍电竞椅男办公 | label:办公椅 | Llabel:家具商品 | 商品分类:家具商品 | 商品价格:98.4 | 店铺名称:官方国货甄选 | 所属地区名称:浙江 | ASR:人体工学椅子互要电脑以家用久座舒适靠背素设电竞以南半工。,3,12,762
764,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/764.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/764.mp3,title:电竞椅人体工学椅子护腰坐姿电脑椅家用舒适久坐可躺办公靠背 | 商品名称:电竞椅人体工学椅子护腰坐姿电脑椅家用舒适久坐可躺办公靠背 | label:办公椅 | Llabel:家具商品 | 商品分类:家具商品 | 商品价格:168 | 店铺名称:畅东旗舰店 | 所属地区名称:浙江 | ASR:电竞以人体工学以资互要做资电脑以家用书室久座可堂办公靠背。,3,13,763
765,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/765.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/765.mp3,"title:【双11抢购】清闲LiberNovo Omni动态人机工学椅人体工学椅电脑椅 | 商品名称:【双11抢购】清闲LiberNovo Omni动态人机工学椅人体工学椅电脑椅 | label:办公椅 | Llabel:家具商品 | 商品分类:家具商品 | 商品价格:3671.15 | 店铺名称:清闲旗舰店 | 所属地区名称:广东 | ASR:双十一强构,清闲Libbernovo on the动态人机工学以人体工学以电脑以。",3,14,764
766,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/766.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/766.mp3,title:办公椅子电脑家用舒适久坐宿舍大学生学习靠背办公室人体工学座 | 商品名称:办公椅子电脑家用舒适久坐宿舍大学生学习靠背办公室人体工学座 | label:办公椅 | Llabel:家具商品 | 商品分类:家具商品 | 商品价格:65 | 店铺名称:南皇旗舰店 | 所属地区名称:浙江 | ASR:办公以自电脑家用书室久座宿舍大学生学习靠被办公室人体工作。,3,15,765
767,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/767.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/767.mp3,title:Westyle办公椅Curve人体工学电脑椅子舒适久坐学习转椅书桌椅家用 | 商品名称:Westyle办公椅Curve人体工学电脑椅子舒适久坐学习转椅书桌椅家用 | label:办公椅 | Llabel:家具商品 | 商品分类:家具商品 | 商品价格:326.83 | 店铺名称:westyle旗舰店 | 所属地区名称:广东 | ASR:Wesdios 办公以客人体工学电脑椅子舒适久坐学习转移输桌椅家用。,3,16,766
768,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/768.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/768.mp3,title:办公椅子舒适久坐办公室员工电脑椅会议室转椅家用椅子靠背座 | 商品名称:办公椅子舒适久坐办公室员工电脑椅会议室转椅家用椅子靠背座 | label:办公椅 | Llabel:家具商品 | 商品分类:家具商品 | 商品价格:187 | 店铺名称:艺颂旗舰店 | 所属地区名称:浙江 | ASR:办公椅子舒适久坐 办公式员工电脑椅会议室转移家用椅子靠背座。,3,17,767
769,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/769.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/769.mp3,title:科润W6丨人体工学椅子舒适久坐办公椅家用电脑椅办公室午睡两用座椅电竞椅 | 商品名称:科润W6丨人体工学椅子舒适久坐办公椅家用电脑椅办公室午睡两用座椅电竞椅 | label:办公椅 | Llabel:家具商品 | 商品分类:家具商品 | 商品价格:295.5 | 店铺名称:科润旗舰店 | 所属地区名称:浙江 | ASR:科准W65人体工学以责舒适九座办公以家用电脑以办公室5睡两用坐以电竞椅。,3,18,768
770,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/770.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/770.mp3,title:电竞椅男打游戏椅子人体工学椅电脑椅舒适久坐可躺办公椅直播座 | 商品名称:电竞椅男打游戏椅子人体工学椅电脑椅舒适久坐可躺办公椅直播座 | label:办公椅 | Llabel:家具商品 | 商品分类:家具商品 | 商品价格:135 | 店铺名称:两叶轻舟 | 所属地区名称:浙江 | ASR:电竞已难打游戏以责人体工学以电脑以舒适久座壳堂办公以直播座。,3,19,769
771,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/771.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/771.mp3,title:人体工学椅子电脑椅宿舍学生家用舒适久坐电竞椅学习靠背 | 商品名称:人体工学椅子电脑椅宿舍学生家用舒适久坐电竞椅学习靠背 | label:办公椅 | Llabel:家具商品 | 商品分类:家具商品 | 商品价格:141.2 | 店铺名称:领航家具 | 所属地区名称:浙江 | ASR:人体工学椅子电脑以素色学生家用舒适久坐点进以学习靠背。,3,20,770
772,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/772.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/772.mp3,title:电脑椅子办公室人体工学电竞椅午睡两用椅可躺坐办公座椅舒适久坐 | 商品名称:电脑椅子办公室人体工学电竞椅午睡两用椅可躺坐办公座椅舒适久坐 | label:办公椅 | Llabel:家具商品 | 商品分类:家具商品 | 商品价格:139 | 店铺名称:领航家具 | 所属地区名称:浙江 | ASR:电脑以自办公室人体工学店进以5岁量用以可堂座办工作以舒适久座。,3,21,771
773,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/773.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/773.mp3,title:电脑椅家用办公椅子舒适久坐可躺电竞座椅升降学习护腰人体工学 | 商品名称:电脑椅家用办公椅子舒适久坐可躺电竞座椅升降学习护腰人体工学 | label:办公椅 | Llabel:家具商品 | 商品分类:家具商品 | 商品价格:151.52 | 店铺名称:两叶轻舟 | 所属地区名称:浙江 | ASR:电脑以家用办公以资舒适久座壳堂电竞做以生将学习互要人体供学。,3,22,772
774,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/774.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/774.mp3,title:人体工学椅子电竟椅电脑椅家用舒适办公椅久坐不累宿舍靠背座 | 商品名称:人体工学椅子电竟椅电脑椅家用舒适办公椅久坐不累宿舍靠背座 | label:办公椅 | Llabel:家具商品 | 商品分类:家具商品 | 商品价格:129.9 | 店铺名称:朗域轩品旗舰店 | 所属地区名称:浙江 | ASR:人体工学以资电竞以电脑以家用舒适半工已久做不累速设靠备做。,3,23,773
775,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/775.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/775.mp3,title:电脑椅家用办公椅舒适升降椅子人体工学椅学生久坐书桌椅学习子 | 商品名称:电脑椅家用办公椅舒适升降椅子人体工学椅学生久坐书桌椅学习子 | label:办公椅 | Llabel:家具商品 | 商品分类:家具商品 | 商品价格:265 | 店铺名称:爱意森旗舰店 | 所属地区名称:浙江 | ASR:电脑以家用办公宜舒适生降椅子人体工学以学生久坐舒适学习子。,3,24,774
776,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/776.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/776.mp3,title:电脑椅女生家用人体工学椅子学习久坐舒适靠背宿舍电竞椅座 | 商品名称:电脑椅女生家用人体工学椅子学习久坐舒适靠背宿舍电竞椅座 | label:办公椅 | Llabel:家具商品 | 商品分类:家具商品 | 商品价格:119 | 店铺名称:艺颂旗舰店 | 所属地区名称:浙江 | ASR:电脑以女生家用人体工学椅子学习久坐舒适靠背素色电竞椅座。,3,25,775
777,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/777.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/777.mp3,title:顾全华夫格电脑椅可躺家用办公椅人体工学女生书房卧室书桌子 | 商品名称:顾全华夫格电脑椅可躺家用办公椅人体工学女生书房卧室书桌子 | label:办公椅 | Llabel:家具商品 | 商品分类:家具商品 | 商品价格:483 | 店铺名称:顾全家具旗舰店 | 所属地区名称:浙江 | ASR:顾全华夫格电脑以科堂家用办公以人体工学女生书房握世书桌子。,3,26,776
778,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/778.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/778.mp3,title:飞旺人体工学椅子久坐舒适家用办公椅午睡两用座椅电竞宿舍电脑 | 商品名称:飞旺人体工学椅子久坐舒适家用办公椅午睡两用座椅电竞宿舍电脑 | label:办公椅 | Llabel:家具商品 | 商品分类:家具商品 | 商品价格:105 | 店铺名称:飞旺藤达官方旗舰店 | 所属地区名称:河北 | ASR:非往人体工学椅子久做舒适加用半工椅五岁两用做以电竞速设电脑。,3,27,777
779,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/779.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/779.mp3,title:电脑椅人体工学舒适久坐电竞椅宿舍家用座椅可躺升降靠背办公椅子 | 商品名称:电脑椅人体工学舒适久坐电竞椅宿舍家用座椅可躺升降靠背办公椅子 | label:办公椅 | Llabel:家具商品 | 商品分类:家具商品 | 商品价格:188 | 店铺名称:椅匠家居 | 所属地区名称:山东 | ASR:电脑以人体工学舒适久坐点净以素设加用座以壳堂升降靠背半公益子。,3,28,778
780,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/780.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/780.mp3,"title:电脑椅家用久坐舒适办公座椅化妆凳升降转椅卧室书房书桌学习子 | 商品名称:电脑椅家用久坐舒适办公座椅化妆凳升降转椅卧室书房书桌学习子 | label:办公椅 | Llabel:家具商品 | 商品分类:家具商品 | 商品价格:352 | 店铺名称:时光家居企业店 | 所属地区名称:浙江 | ASR:电脑以家用久做舒适半工作以化妆等生降转移,或是舒防舒适学习子。",3,29,779
781,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/781.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/781.mp3,title:学习椅子青少年中学生专用书桌椅家用舒适电脑椅人体工学座 | 商品名称:学习椅子青少年中学生专用书桌椅家用舒适电脑椅人体工学座 | label:办公椅 | Llabel:家具商品 | 商品分类:家具商品 | 商品价格:209 | 店铺名称:idesk家具旗舰店 | 所属地区名称:浙江 | ASR:学习以资青少年中学生专用书桌椅加用书式电脑椅人体工学做。,3,30,780
782,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/782.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/782.mp3,title:意式实木电脑椅轻奢家用久坐办公椅书桌椅旋转升降卧室会议学习椅 | 商品名称:意式实木电脑椅轻奢家用久坐办公椅书桌椅旋转升降卧室会议学习椅 | label:办公椅 | Llabel:家具商品 | 商品分类:家具商品 | 商品价格:398 | 店铺名称:贝索森旗舰店 | 所属地区名称:浙江 | ASR:意识实募电脑以清设加用九座办公以书桌以旋转生降或是会以学习以。,3,31,781
783,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/783.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/783.mp3,title:人体工学椅子护腰电脑椅家用久坐舒适靠背宿舍电竞椅男办公座 | 商品名称:人体工学椅子护腰电脑椅家用久坐舒适靠背宿舍电竞椅男办公座 | label:办公椅 | Llabel:家具商品 | 商品分类:家具商品 | 商品价格:138 | 店铺名称:艺颂旗舰店 | 所属地区名称:浙江 | ASR:人体工学椅子互要电脑以家用久座舒适靠背素设电竞以南半工作。,3,32,782
784,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/784.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/784.mp3,title:家用升降电脑椅办公椅老板椅座椅卧室电脑椅子伊姆斯单椅沙发椅 | 商品名称:家用升降电脑椅办公椅老板椅座椅卧室电脑椅子伊姆斯单椅沙发椅 | label:办公椅 | Llabel:家具商品 | 商品分类:家具商品 | 商品价格:1580 | 店铺名称:Art沙发椅店 | 所属地区名称:广东 | ASR:家用生酱电脑以半工以老板以作以卧室电脑以则一母四单以沙发以。,3,33,783
785,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/785.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/785.mp3,title:芝华仕头等舱电脑椅电动可躺懒人老板椅真皮午休两用大班椅K1236 | 商品名称:芝华仕头等舱电脑椅电动可躺懒人老板椅真皮午休两用大班椅K1236 | label:办公椅 | Llabel:家具商品 | 商品分类:家具商品 | 商品价格:2345.15 | 店铺名称:芝华仕官方旗舰店 | 所属地区名称:重庆 | ASR:芝华是头等苍电脑以电动壳堂拦人老板以蒸皮五修两用大班以可以123.6。,3,34,784
786,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/786.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/786.mp3,title:职员办公升降转椅子电脑椅办公室人体工学会议室椅子家用舒适久坐 | 商品名称:职员办公升降转椅子电脑椅办公室人体工学会议室椅子家用舒适久坐 | label:办公椅 | Llabel:家具商品 | 商品分类:家具商品 | 商品价格:118 | 店铺名称:佛山铭齐椅业企业店 | 所属地区名称:广东 | ASR:职员办公声将转移资电脑以办公室人体工学会议室移资家用书室久座。,3,35,785
787,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/787.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/787.mp3,"title:【大牌补贴日】ue永艺沃克300 i人体工学椅电竞椅子电脑椅 | 商品名称:【大牌补贴日】ue永艺沃克300 i人体工学椅电竞椅子电脑椅 | label:办公椅 | Llabel:家具商品 | 商品分类:家具商品 | 商品价格:1119 | 店铺名称:永艺官方旗舰店 | 所属地区名称:浙江 | ASR:大排补贴日,又以永异窝克300艾人体工学以电竞椅子电脑椅。",3,36,786
788,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/788.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/788.mp3,title:办公椅午睡两用人体工学椅子可躺平座椅家用舒适久坐弓形电脑 | 商品名称:办公椅午睡两用人体工学椅子可躺平座椅家用舒适久坐弓形电脑 | label:办公椅 | Llabel:家具商品 | 商品分类:家具商品 | 商品价格:258 | 店铺名称:科润旗舰店 | 所属地区名称:浙江 | ASR:办公以5岁两用人体工学椅子可躺平作以家用舒适久做工行电脑。,3,37,787
789,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/789.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/789.mp3,title:电脑椅舒适久坐会议弓形办公室椅子大学宿舍学习靠背椅家用电竞 | 商品名称:电脑椅舒适久坐会议弓形办公室椅子大学宿舍学习靠背椅家用电竞 | label:办公椅 | Llabel:家具商品 | 商品分类:家具商品 | 商品价格:48 | 店铺名称:源善家具旗舰店 | 所属地区名称:河北 | ASR:电脑已舒适久座会议公行办公室以自大学速设学习靠背以家用电竞。,3,38,788
790,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/790.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/790.mp3,title:办公椅子电脑家用舒适久坐宿舍大学生学习靠背办公室人体工学座 | 商品名称:办公椅子电脑家用舒适久坐宿舍大学生学习靠背办公室人体工学座 | label:办公椅 | Llabel:家具商品 | 商品分类:家具商品 | 商品价格:65 | 店铺名称:南皇旗舰店 | 所属地区名称:浙江 | ASR:办公以自电脑家用书室久座宿舍大学生学习靠被办公室人体工作。,3,39,789
791,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/791.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/791.mp3,title:电脑椅女生家用人体工学椅子学习久坐舒适靠背宿舍电竞椅座 | 商品名称:电脑椅女生家用人体工学椅子学习久坐舒适靠背宿舍电竞椅座 | label:办公椅 | Llabel:家具商品 | 商品分类:家具商品 | 商品价格:119 | 店铺名称:艺颂旗舰店 | 所属地区名称:浙江 | ASR:电脑以女生家用人体工学椅子学习久坐舒适靠背素色电竞椅座。,3,40,790
792,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/792.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/792.mp3,title:人体工学椅子电竞椅家用护腰电脑椅久坐舒适宿舍靠背椅办公椅座 | 商品名称:人体工学椅子电竞椅家用护腰电脑椅久坐舒适宿舍靠背椅办公椅座 | label:办公椅 | Llabel:家具商品 | 商品分类:家具商品 | 商品价格:115 | 店铺名称:椅天下家具 | 所属地区名称:浙江 | ASR:人体工学以资点进以家用户药电脑以九座舒适素式的靠背以办公以座。,3,41,791
793,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/793.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/793.mp3,title:电脑椅子办公室人体工学电竞椅午睡两用椅可躺坐办公座椅舒适久坐 | 商品名称:电脑椅子办公室人体工学电竞椅午睡两用椅可躺坐办公座椅舒适久坐 | label:办公椅 | Llabel:家具商品 | 商品分类:家具商品 | 商品价格:139 | 店铺名称:领航家具 | 所属地区名称:浙江 | ASR:电脑以自办公室人体工学店进以5岁量用以可堂座办工作以舒适久座。,3,42,792
