id,image_path,audio_path,text,shard_id,local_idx,global_idx
501,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/501.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/501.mp3,title:小牛电动摩托车NPlay铅酸电池高速超长续航成人电摩 | 商品名称:小牛电动摩托车NPlay铅酸电池高速超长续航成人电摩 | label:摩托车 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:3849 | 店铺名称:小牛电动旗舰店 | 所属地区名称:江苏 | ASR:小牛电动摩托车连 play 千酸电池高速超常续航成人电磨。,2,0,500
512,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/512.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/512.mp3,title:全套SSR级可单卖爱动飕狗摩托车青龙烛龙重生毁灭惯性搜狗摩托 | 商品名称:全套SSR级可单卖爱动飕狗摩托车青龙烛龙重生毁灭惯性搜狗摩托 | label:摩托车 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:8.41 | 店铺名称:喜洋洋品牌玩具店 | 所属地区名称:重庆 | ASR:全套SSR即可单卖爱动搜狗摩托车青龙主隆重生毁灭惯性搜狗摩托。,2,11,511
513,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/513.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/513.mp3,title:爱动飕狗摩托车惯性轨道车2025男孩玩具搜狗摩托车sogo迷你摩托车 | 商品名称:爱动飕狗摩托车惯性轨道车2025男孩玩具搜狗摩托车sogo迷你摩托车 | label:摩托车 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:7.5 | 店铺名称:宝贝航程 | 所属地区名称:江苏 | ASR:爱动搜狗摩托车贯性轨道车 2025 南海玩具搜狗摩托车搜狗迷你摩托车。,2,12,512
514,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/514.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/514.mp3,title:宝马摩托车积木42130机械组跑车玩具拼装模型成人高难度男女孩子 | 商品名称:宝马摩托车积木42130机械组跑车玩具拼装模型成人高难度男女孩子 | label:摩托车 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:64.6 | 店铺名称:高品质积木玩具商城 | 所属地区名称:广东 | ASR:保马摩托车机幕41237斥组跑车玩具拼装模型成人高难度男女孩子。,2,13,513
515,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/515.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/515.mp3,title:山海经飕狗摩托车新款青龙烛龙麒麟西游记系列迷你惯性搜狗摩托 | 商品名称:山海经飕狗摩托车新款青龙烛龙麒麟西游记系列迷你惯性搜狗摩托 | label:摩托车 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:16.8 | 店铺名称:qat贝强专卖店 | 所属地区名称:浙江 | ASR:伤害金搜狗摩托车新款青龙主龙旗林西游系列迷你惯性搜狗摩托。,2,14,514
516,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/516.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/516.mp3,title:爱动飕狗摩托车惯性轨道车男孩玩具搜狗摩托车模型sogo迷你摩托 | 商品名称:爱动飕狗摩托车惯性轨道车男孩玩具搜狗摩托车模型sogo迷你摩托 | label:摩托车 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:8.4 | 店铺名称:喜洋洋品牌玩具店 | 所属地区名称:重庆 | ASR:爱动搜狗摩托车贯性轨道车南海玩具搜狗摩托车模型搜狗迷你摩托。,2,15,515
517,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/517.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/517.mp3,title:爱动正版飕狗摩托车2025新款限定sogo搜狗迷你小玩具男孩生日礼物 | 商品名称:爱动正版飕狗摩托车2025新款限定sogo搜狗迷你小玩具男孩生日礼物 | label:摩托车 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:16.8 | 店铺名称:qat贝强专卖店 | 所属地区名称:浙江 | ASR:爱动政版搜狗摩托车2025新款限定搜狗搜狗迷你小玩具男孩生日礼物。,2,16,516
518,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/518.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/518.mp3,title:宝马摩托车1000RR机械跑车积木玩具高难度巨大型拼装摆件生日礼物 | 商品名称:宝马摩托车1000RR机械跑车积木玩具高难度巨大型拼装摆件生日礼物 | label:摩托车 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:39 | 店铺名称:乐乐高玩具潮玩店 | 所属地区名称:广东 | ASR:宝马摩托车一千二二 机械跑车激募玩具高难度巨大型拼装百件生日礼物。,2,17,517
519,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/519.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/519.mp3,title:爱动飕狗摩托车惯性轨道车暗夜飞驰玩具搜狗摩托车sogo迷你摩托车 | 商品名称:爱动飕狗摩托车惯性轨道车暗夜飞驰玩具搜狗摩托车sogo迷你摩托车 | label:摩托车 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:7.9 | 店铺名称:酷乐潮玩集合店 | 所属地区名称:江苏 | ASR:爱动搜狗摩托车贯性轨道车按页飞池玩具搜狗摩托车搜狗迷你摩托车。,2,18,518
520,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/520.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/520.mp3,title:合金玩具车摩托车挎斗带副驾位小绵羊三轮摩托车模型声光音乐回力 | 商品名称:合金玩具车摩托车挎斗带副驾位小绵羊三轮摩托车模型声光音乐回力 | label:摩托车 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:15.9 | 店铺名称:趣味玩童玩具店 | 所属地区名称:广东 | ASR:核金玩具车摩托车跨斗贷附价位小棉阳三轮摩托车模型声光音乐回历。,2,19,519
521,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/521.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/521.mp3,title:双11立即抢购乐高官方旗舰店42170机械组川崎Ninja H2R摩托积木 | 商品名称:双11立即抢购乐高官方旗舰店42170机械组川崎Ninja H2R摩托积木 | label:摩托车 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:529 | 店铺名称:乐高官方旗舰店 | 所属地区名称:浙江 | ASR:双11立即强构热高官方旗舰电4万2177线组穿其NJ-2R摩托机幕。,2,20,520
522,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/522.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/522.mp3,title:爱动飕狗摩托车轨道车男孩2025新款玩具儿童搜狗摩托车正版山海经 | 商品名称:爱动飕狗摩托车轨道车男孩2025新款玩具儿童搜狗摩托车正版山海经 | label:摩托车 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:33.9 | 店铺名称:国货严选旗舰 | 所属地区名称:江苏 | ASR:爱动搜狗摩托车轨道车南海2025新款玩具而同搜狗摩托车正版上海晶。,2,21,521
523,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/523.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/523.mp3,title:爱动新款飕狗摩托车山海经系列盲盒青龙烛龙应龙惯性车搜狗摩托车 | 商品名称:爱动新款飕狗摩托车山海经系列盲盒青龙烛龙应龙惯性车搜狗摩托车 | label:摩托车 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:8.42 | 店铺名称:韩韩好伙伴玩具店 | 所属地区名称:浙江 | ASR:爱动新款搜狗摩托车上海经系列绑合青龙主隆英龙惯性车搜狗摩托车。,2,22,522
524,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/524.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/524.mp3,title:labubu拉迷你小摩托车玩具仓鼠电动车鹦鹉娃娃玩偶特技炫技布布车 | 商品名称:labubu拉迷你小摩托车玩具仓鼠电动车鹦鹉娃娃玩偶特技炫技布布车 | label:摩托车 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:19.8 | 店铺名称:润轩玩具店 | 所属地区名称:广东 | ASR:LBUBU拉迷你小摩托车玩具舱署电动车因5网晚晚晚偶特技炫技步步车。,2,23,523
525,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/525.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/525.mp3,title:头盔头套内衬女冬季骑车摩托车面罩电动车冬天全盔保暖防风男围脖 | 商品名称:头盔头套内衬女冬季骑车摩托车面罩电动车冬天全盔保暖防风男围脖 | label:摩托车 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:25.3 | 店铺名称:型公馆旗舰店 | 所属地区名称:江苏 | ASR:投归头套内趁女东计骑车摩托车面找电动车冬天全窥保暖防风南维伯。,2,24,524
526,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/526.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/526.mp3,title:新品飕狗摩托车山海经系列青龙烛龙麒麟盲盒儿童惯性搜狗飞车玩具 | 商品名称:新品飕狗摩托车山海经系列青龙烛龙麒麟盲盒儿童惯性搜狗飞车玩具 | label:摩托车 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:19.8 | 店铺名称:qat贝强专卖店 | 所属地区名称:浙江 | ASR:新品搜狗摩托车商海金系列青龙主龙齐林茫和儿童贯性搜狗飞车玩具。,2,25,525
527,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/527.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/527.mp3,title:打火石摩托车会喷火花儿童迷你玩具惯性飕狗男孩子生日礼物3到6岁 | 商品名称:打火石摩托车会喷火花儿童迷你玩具惯性飕狗男孩子生日礼物3到6岁 | label:摩托车 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:5.8 | 店铺名称:熊布凡母婴旗舰店 | 所属地区名称:浙江 | ASR:打火石摩托车会喷火花儿童迷你玩具贯性搜狗男孩子生日礼物3-6岁。,2,26,526
528,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/528.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/528.mp3,title:小牛电动摩托车NPlay铅酸电池高速超长续航成人电摩 | 商品名称:小牛电动摩托车NPlay铅酸电池高速超长续航成人电摩 | label:摩托车 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:3849 | 店铺名称:小牛电动旗舰店 | 所属地区名称:江苏 | ASR:小牛电动摩托车连 play 千酸电池高速超常续航成人电磨。,2,27,527
529,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/529.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/529.mp3,title:CQR越野车CB300F300CC175FM越野摩托车林道场地新手带大灯摩托车 | 商品名称:CQR越野车CB300F300CC175FM越野摩托车林道场地新手带大灯摩托车 | label:摩托车 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:5880 | 店铺名称:浙江卒玛赛车厂家 | 所属地区名称:浙江 | ASR:CQR月野车CB300F300CC175FM月野摩托车林到场地新手带大灯摩托车,2,28,528
530,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/530.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/530.mp3,title:春风 450CLC 双座版 2025款 摩托车 复古车【门店自提】 | 商品名称:春风 450CLC 双座版 2025款 摩托车 复古车【门店自提】 | label:摩托车 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:23980 | 店铺名称:CFMOTO官方旗舰店 | 所属地区名称:浙江 | ASR:春风450CLC双座版2025款摩托车复古车 门店自体,2,29,529
531,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/531.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/531.mp3,title:小牛电动摩托车FX Sport ABS成人铅酸电瓶长续航高速电摩 | 商品名称:小牛电动摩托车FX Sport ABS成人铅酸电瓶长续航高速电摩 | label:摩托车 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:6579 | 店铺名称:小牛电动旗舰店 | 所属地区名称:江苏 | ASR:小牛电动摩托车FX Sport ABS成人千酸电平常续航高速电磨。,2,30,530
532,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/532.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/532.mp3,"title:【品牌补贴】凤凰2025新款高速电摩成人电动摩托车超长续航电动车 | 商品名称:【品牌补贴】凤凰2025新款高速电摩成人电动摩托车超长续航电动车 | label:摩托车 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:1631 | 店铺名称:凤凰旗舰店 | 所属地区名称:江苏 | ASR:品牌补贴,奉皇2025新款高速电磨成人电动磨坡车超常续航电动车。",2,31,531
533,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/533.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/533.mp3,title:儿童火石惯性炫酷特效小摩托车玩具车回力宝宝男孩益智男女滑行车 | 商品名称:儿童火石惯性炫酷特效小摩托车玩具车回力宝宝男孩益智男女滑行车 | label:摩托车 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:5.7 | 店铺名称:潼瑶玩具 | 所属地区名称:广东 | ASR:儿童火石灌性炫酷特效小摩托车玩具车回例宝宝南海一致男女花形车。,2,32,532
534,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/534.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/534.mp3,title:cada双鹰咔搭铃木妖刀正版授权KATANA刃摩托车积木拼装模型礼物 | 商品名称:cada双鹰咔搭铃木妖刀正版授权KATANA刃摩托车积木拼装模型礼物 | label:摩托车 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:228 | 店铺名称:cada咔搭旗舰店 | 所属地区名称:广东 | ASR:CAD双音卡达0-1到正版授权葛特的任魔脱车机母拼装模型礼物。,2,33,533
535,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/535.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/535.mp3,title:新款宗申动力汽油三轮摩托车农用燃油小型家用载重王货运三轮车 | 商品名称:新款宗申动力汽油三轮摩托车农用燃油小型家用载重王货运三轮车 | label:摩托车 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:3500 | 店铺名称:顺驰汽油三轮车 | 所属地区名称:河北 | ASR:新款 综身动力 气油三轮 摩托车 浓用燃油小型 加用再重 王祸运三轮车。,2,34,534
536,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/536.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/536.mp3,title:摩兽M05复古电动摩托车成人跨骑长续航智能锂电通勤代步高速电摩 | 商品名称:摩兽M05复古电动摩托车成人跨骑长续航智能锂电通勤代步高速电摩 | label:摩托车 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:13980 | 店铺名称:摩兽旗舰店 | 所属地区名称:浙江 | ASR:握手M05复古电动摩托车程人跨旗常序行制能理电通勤代步高速电磨。,2,35,535
537,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/537.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/537.mp3,title:飕狗摩托车玩具飙速摩托车新搜狗摩托迷你小摩托车儿童男孩3到6岁 | 商品名称:飕狗摩托车玩具飙速摩托车新搜狗摩托迷你小摩托车儿童男孩3到6岁 | label:摩托车 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:7.5 | 店铺名称:宝贝嘻哈乐园 | 所属地区名称:江苏 | ASR:搜狗摩托车玩具飙速摩托车新搜狗摩托米里小摩托车儿童南海三到六岁。,2,36,536
538,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/538.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/538.mp3,title:爱动飕狗摩托车拼装版水晶款模型搜狗惯性摩托车轨道套装神威勇士 | 商品名称:爱动飕狗摩托车拼装版水晶款模型搜狗惯性摩托车轨道套装神威勇士 | label:摩托车 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:9.9 | 店铺名称:喜洋洋品牌玩具店 | 所属地区名称:重庆 | ASR:爱动搜狗摩托车偏装版水晶款模型搜狗贯性摩托车轨道套装神威勇士。,2,37,537
539,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/539.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/539.mp3,title:儿童惯性迷你摩托车玩具极速摩托车儿童耐摔宝宝惯性回力摩托车 | 商品名称:儿童惯性迷你摩托车玩具极速摩托车儿童耐摔宝宝惯性回力摩托车 | label:摩托车 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:3.31 | 店铺名称:浩硕好物优选 | 所属地区名称:江西 | ASR:儿童惯性迷你摩托车玩具急速摩托车儿童耐衰宝宝惯性回立摩托车。,2,38,538
540,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/540.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/540.mp3,title:爱动飕狗摩托车惯性轨道车男孩玩具搜狗摩托车模型sogo迷你摩托车 | 商品名称:爱动飕狗摩托车惯性轨道车男孩玩具搜狗摩托车模型sogo迷你摩托车 | label:摩托车 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:7.5 | 店铺名称:宝贝嘻哈乐园 | 所属地区名称:江苏 | ASR:爱动搜狗摩托车贯性轨道车南海玩具搜狗摩托车模型搜狗迷你摩托车。,2,39,539
541,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/541.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/541.mp3,title:儿童玩具男孩生日礼物3到6岁以上宝宝5益智玩具7一9男童8网红十12 | 商品名称:儿童玩具男孩生日礼物3到6岁以上宝宝5益智玩具7一9男童8网红十12 | label:摩托车 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:218 | 店铺名称:帕龙母婴旗舰店 | 所属地区名称:河北 | ASR:儿童玩具男孩生日礼物3到6岁以上 宝宝5亿至玩具719男童八王红石12,2,40,540
542,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/542.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/542.mp3,title:火花摩托车炫酷特技惯性滑行机车彷真模型男孩玩具创意迷你摩托 | 商品名称:火花摩托车炫酷特技惯性滑行机车彷真模型男孩玩具创意迷你摩托 | label:摩托车 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:6.62 | 店铺名称:康丽芳旗舰店 | 所属地区名称:浙江 | ASR:火花摩托车炫酷特技惯性滑行机车访真模型南海玩具创意迷你摩托。,2,41,541
543,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/543.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/543.mp3,title:儿童惯性迷你摩托车玩具极速摩托车儿童耐摔宝宝惯性回力摩托车 | 商品名称:儿童惯性迷你摩托车玩具极速摩托车儿童耐摔宝宝惯性回力摩托车 | label:摩托车 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:3.21 | 店铺名称:亮亮精选商城 | 所属地区名称:北京 | ASR:儿童惯性迷你摩托车玩具急速摩托车儿童耐衰宝宝惯性回立摩托车。,2,42,542
